category,region,japaneseName,koreanName,key,referenceSpeciesId,natDex,types,hp,attack,defense,spAttack,spDefense,speed,bst,abilities,genderRatio,heightM,weightKg,catchRate,expYield,eggCycles,friendship,growthRate,eggGroups,cryId,flags,levelUpLearnset,teachableLearnset,eggMoveLearnset,frontPic,backPic,palette,shinyPalette,iconSprite,evolution
regional_form,Hisui,マルマイン,붐볼,SPECIES_ELECTRODE_HISUI,996,ELECTRODE,"ELECTRIC,GRASS",60,50,70,80,80,150,490,"SOUNDPROOF,STATIC,AFTERMATH",MON_GENDERLESS,1.2,71,60,172,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,MINERAL,ELECTRODE,isHisuianForm,sElectrodeHisuiLevelUpLearnset,sElectrodeHisuiTeachableLearnset,,gMonFrontPic_ElectrodeHisui,gMonBackPic_ElectrodeHisui,gMonPalette_ElectrodeHisui,gMonShinyPalette_ElectrodeHisui,gMonIcon_ElectrodeHisui,
regional_form,Hisui,バクフーン,블레이범,SPECIES_TYPHLOSION_HISUI,997,TYPHLOSION,"FIRE,GHOST",73,84,78,119,85,95,534,"BLAZE,NONE,FRISK",PERCENT_FEMALE(12.5),1.6,69.8,45,267,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_SLOW,FIELD,TYPHLOSION,isHisuianForm,sTyphlosionHisuiLevelUpLearnset,sTyphlosionHisuiTeachableLearnset,,gMonFrontPic_TyphlosionHisui,gMonBackPic_TyphlosionHisui,gMonPalette_TyphlosionHisui,gMonShinyPalette_TyphlosionHisui,gMonIcon_TyphlosionHisui,
regional_form,Hisui,ハリーセン,침바루,SPECIES_QWILFISH_HISUI,998,QWILFISH,"DARK,POISON",65,95,85,55,55,85,440,"POISON_POINT,SWIFT_SWIM,INTIMIDATE",PERCENT_FEMALE(50),0.5,3.9,45,88,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,WATER_2,QWILFISH,isHisuianForm,sQwilfishHisuiLevelUpLearnset,sQwilfishHisuiTeachableLearnset,sQwilfishHisuiEggMoveLearnset,gMonFrontPic_QwilfishHisui,gMonBackPic_QwilfishHisui,gMonPalette_QwilfishHisui,gMonShinyPalette_QwilfishHisui,gMonIcon_QwilfishHisui,"{EVO_LEVEL, 0, SPECIES_OVERQWIL, CONDITIONS({IF_KNOWS_MOVE, MOVE_BARB_BARRAGE})}"
regional_form,Hisui,ニューラ,포푸니,SPECIES_SNEASEL_HISUI,999,SNEASEL,"FIGHTING,POISON",55,95,55,35,75,115,430,"INNER_FOCUS,KEEN_EYE,PICKPOCKET",PERCENT_FEMALE(50),0.9,27,60,86,20,35,GROWTH_MEDIUM_SLOW,FIELD,SNEASEL,isHisuianForm,sSneaselHisuiLevelUpLearnset,sSneaselHisuiTeachableLearnset,sSneaselHisuiEggMoveLearnset,gMonFrontPic_SneaselHisui,gMonBackPic_SneaselHisui,gMonPalette_SneaselHisui,gMonShinyPalette_SneaselHisui,gMonIcon_SneaselHisui,"{EVO_LEVEL, 0, SPECIES_SNEASLER, CONDITIONS({IF_NOT_TIME, TIME_NIGHT}, {IF_HOLD_ITEM, ITEM_RAZOR_CLAW})}, {EVO_ITEM, ITEM_RAZOR_CLAW, SPECIES_SNEASLER, CONDITIONS({IF_NOT_TIME, TIME_NIGHT})}"
regional_form,Hisui,ダイケンキ,대검귀,SPECIES_SAMUROTT_HISUI,1000,SAMUROTT,"WATER,DARK",90,108,80,100,65,85,528,"TORRENT,NONE,SHARPNESS",PERCENT_FEMALE(12.5),1.5,58.2,45,264,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_SLOW,FIELD,SAMUROTT,isHisuianForm,sSamurottHisuiLevelUpLearnset,sSamurottHisuiTeachableLearnset,,gMonFrontPic_SamurottHisui,gMonBackPic_SamurottHisui,gMonPalette_SamurottHisui,gMonShinyPalette_SamurottHisui,gMonIcon_SamurottHisui,
regional_form,Hisui,ドレディア,드레디어,SPECIES_LILLIGANT_HISUI,1001,LILLIGANT,"GRASS,FIGHTING",70,105,75,50,75,105,480,"CHLOROPHYLL,HUSTLE,LEAF_GUARD",MON_FEMALE,1.2,19.2,75,168,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,GRASS,LILLIGANT,isHisuianForm,sLilligantHisuiLevelUpLearnset,sLilligantHisuiTeachableLearnset,,gMonFrontPic_LilligantHisui,gMonBackPic_LilligantHisui,gMonPalette_LilligantHisui,gMonShinyPalette_LilligantHisui,gMonIcon_LilligantHisui,
regional_form,Hisui,ゾロア,조로아,SPECIES_ZORUA_HISUI,1002,ZORUA,"NORMAL,GHOST",35,60,40,85,40,70,330,"ILLUSION,NONE,NONE",PERCENT_FEMALE(12.5),0.7,12.5,75,66,25,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_SLOW,FIELD,ZORUA,isHisuianForm,sZoruaHisuiLevelUpLearnset,sZoruaHisuiTeachableLearnset,sZoruaHisuiEggMoveLearnset,gMonFrontPic_ZoruaHisui,gMonBackPic_ZoruaHisui,gMonPalette_ZoruaHisui,gMonShinyPalette_ZoruaHisui,gMonIcon_ZoruaHisui,"{EVO_LEVEL, 30, SPECIES_ZOROARK_HISUI}"
regional_form,Hisui,ゾロアーク,조로아크,SPECIES_ZOROARK_HISUI,1003,ZOROARK,"NORMAL,GHOST",55,100,60,125,60,110,510,"ILLUSION,NONE,NONE",PERCENT_FEMALE(12.5),1.6,73,45,179,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_SLOW,FIELD,ZOROARK,isHisuianForm,sZoroarkHisuiLevelUpLearnset,sZoroarkHisuiTeachableLearnset,,gMonFrontPic_ZoroarkHisui,gMonBackPic_ZoroarkHisui,gMonPalette_ZoroarkHisui,gMonShinyPalette_ZoroarkHisui,gMonIcon_ZoroarkHisui,
regional_form,Hisui,ウォーグル,워글,SPECIES_BRAVIARY_HISUI,1004,BRAVIARY,"PSYCHIC,FLYING",110,83,70,112,70,65,510,"KEEN_EYE,SHEER_FORCE,TINTED_LENS",MON_MALE,1.7,43.4,60,179,20,STANDARD_FRIENDSHIP,GROWTH_SLOW,FLYING,BRAVIARY,isHisuianForm,sBraviaryHisuiLevelUpLearnset,sBraviaryHisuiTeachableLearnset,,gMonFrontPic_BraviaryHisui,gMonBackPic_BraviaryHisui,gMonPalette_BraviaryHisui,gMonShinyPalette_BraviaryHisui,gMonIcon_BraviaryHisui,
regional_form,Hisui,ヌメイル,미끄네일,SPECIES_SLIGGOO_HISUI,1005,SLIGGOO,"DRAGON,STEEL",58,75,83,83,113,40,452,"SAP_SIPPER,SHELL_ARMOR,GOOEY",PERCENT_FEMALE(50),0.7,68.5,45,158,40,35,GROWTH_SLOW,DRAGON,SLIGGOO,isHisuianForm,sSliggooHisuiLevelUpLearnset,sSliggooHisuiTeachableLearnset,,gMonFrontPic_SliggooHisui,gMonBackPic_SliggooHisui,gMonPalette_SliggooHisui,gMonShinyPalette_SliggooHisui,gMonIcon_SliggooHisui,"{EVO_LEVEL, 50, SPECIES_GOODRA_HISUI, CONDITIONS({IF_WEATHER, WEATHER_RAIN})}, {EVO_LEVEL, 50, SPECIES_GOODRA_HISUI, CONDITIONS({IF_WEATHER, WEATHER_FOG})}"
regional_form,Hisui,ヌメルゴン,미끄래곤,SPECIES_GOODRA_HISUI,1006,GOODRA,"DRAGON,STEEL",80,100,100,110,150,60,600,"SAP_SIPPER,SHELL_ARMOR,GOOEY",PERCENT_FEMALE(50),1.7,334.1,45,300,40,35,GROWTH_SLOW,DRAGON,GOODRA,isHisuianForm,sGoodraHisuiLevelUpLearnset,sGoodraHisuiTeachableLearnset,,gMonFrontPic_GoodraHisui,gMonBackPic_GoodraHisui,gMonPalette_GoodraHisui,gMonShinyPalette_GoodraHisui,gMonIcon_GoodraHisui,
regional_form,Hisui,クレベース,크레베이스,SPECIES_AVALUGG_HISUI,1007,AVALUGG,"ICE,ROCK",95,127,184,34,36,38,514,"STRONG_JAW,ICE_BODY,STURDY",PERCENT_FEMALE(50),1.4,262.4,55,180,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,,AVALUGG,isHisuianForm,sAvaluggHisuiLevelUpLearnset,sAvaluggHisuiTeachableLearnset,,gMonFrontPic_AvaluggHisui,gMonBackPic_AvaluggHisui,gMonPalette_AvaluggHisui,gMonShinyPalette_AvaluggHisui,gMonIcon_AvaluggHisui,
regional_form,Hisui,ジュナイパー,모크나이퍼,SPECIES_DECIDUEYE_HISUI,1008,DECIDUEYE,"GRASS,FIGHTING",88,112,80,95,95,60,530,"OVERGROW,NONE,SCRAPPY",PERCENT_FEMALE(12.5),1.6,37,45,265,15,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_SLOW,FLYING,DECIDUEYE,isHisuianForm,sDecidueyeHisuiLevelUpLearnset,sDecidueyeHisuiTeachableLearnset,,gMonFrontPic_DecidueyeHisui,gMonBackPic_DecidueyeHisui,gMonPalette_DecidueyeHisui,gMonShinyPalette_DecidueyeHisui,gMonIcon_DecidueyeHisui,
regional_form,Paldea,ケンタロス（コンバット種）,켄타로스(컴뱃종),SPECIES_TAUROS_PALDEA_COMBAT,1402,TAUROS,FIGHTING,75,110,105,30,70,100,490,"INTIMIDATE,ANGER_POINT,CUD_CHEW",MON_MALE,1.4,115,45,172,20,STANDARD_FRIENDSHIP,GROWTH_SLOW,FIELD,TAUROS,isPaldeanForm,sTaurosPaldeaCombatLevelUpLearnset,sTaurosPaldeaCombatTeachableLearnset,sTaurosPaldeaCombatEggMoveLearnset,gMonFrontPic_TaurosPaldeaCombat,gMonBackPic_TaurosPaldeaCombat,gMonPalette_TaurosPaldeaCombat,gMonShinyPalette_TaurosPaldeaCombat,gMonIcon_TaurosPaldeaCombat,
regional_form,Paldea,ケンタロス（ブレイズ種）,켄타로스(블레이즈종),SPECIES_TAUROS_PALDEA_BLAZE,1403,TAUROS,"FIGHTING,FIRE",75,110,105,30,70,100,490,"INTIMIDATE,ANGER_POINT,CUD_CHEW",MON_MALE,1.4,85,45,172,20,STANDARD_FRIENDSHIP,GROWTH_SLOW,FIELD,TAUROS,isPaldeanForm,sTaurosPaldeaBlazeLevelUpLearnset,sTaurosPaldeaBlazeTeachableLearnset,sTaurosPaldeaBlazeEggMoveLearnset,gMonFrontPic_TaurosPaldeaBlaze,gMonBackPic_TaurosPaldeaBlaze,gMonPalette_TaurosPaldeaBlaze,gMonShinyPalette_TaurosPaldeaBlaze,gMonIcon_TaurosPaldeaBlaze,
regional_form,Paldea,ケンタロス（ウォーター種）,켄타로스(워터종),SPECIES_TAUROS_PALDEA_AQUA,1404,TAUROS,"FIGHTING,WATER",75,110,105,30,70,100,490,"INTIMIDATE,ANGER_POINT,CUD_CHEW",MON_MALE,1.4,110,45,172,20,STANDARD_FRIENDSHIP,GROWTH_SLOW,FIELD,TAUROS,isPaldeanForm,sTaurosPaldeaAquaLevelUpLearnset,sTaurosPaldeaAquaTeachableLearnset,sTaurosPaldeaAquaEggMoveLearnset,gMonFrontPic_TaurosPaldeaAqua,gMonBackPic_TaurosPaldeaAqua,gMonPalette_TaurosPaldeaAqua,gMonShinyPalette_TaurosPaldeaAqua,gMonIcon_TaurosPaldeaAqua,
regional_form,Paldea,ウパー,우파,SPECIES_WOOPER_PALDEA,1405,WOOPER,"POISON,GROUND",55,45,45,25,25,15,210,"POISON_POINT,WATER_ABSORB,UNAWARE",PERCENT_FEMALE(50),0.4,11,255,42,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,"WATER_1,FIELD",WOOPER,isPaldeanForm,sWooperPaldeaLevelUpLearnset,sWooperPaldeaTeachableLearnset,sWooperPaldeaEggMoveLearnset,gMonFrontPic_WooperPaldea,gMonBackPic_WooperPaldea,gMonPalette_WooperPaldea,gMonShinyPalette_WooperPaldea,gMonIcon_WooperPaldea,"{EVO_LEVEL, 20, SPECIES_CLODSIRE}"
regional_form_special,Hisui,バスラオ（しろすじのすがた）,배쓰나이(백색근의 모습),SPECIES_BASCULIN_WHITE_STRIPED,1091,BASCULIN,WATER,70,92,65,80,55,98,460,"RATTLED,ADAPTABILITY,MOLD_BREAKER",PERCENT_FEMALE(50),1,18,190,161,40,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,WATER_2,BASCULIN,,sBasculinWhiteStripedLevelUpLearnset,sBasculinWhiteStripedTeachableLearnset,sBasculinWhiteStripedEggMoveLearnset,gMonFrontPic_BasculinWhiteStriped,gMonBackPic_BasculinWhiteStriped,gMonPalette_BasculinWhiteStriped,gMonShinyPalette_BasculinWhiteStriped,gMonIcon_BasculinWhiteStriped,"{EVO_LEVEL, 0, SPECIES_BASCULEGION_M, CONDITIONS({IF_RECOIL_DAMAGE_GE, 294}, {IF_GENDER, MON_MALE})}, {EVO_LEVEL, 0, SPECIES_BASCULEGION_F, CONDITIONS({IF_RECOIL_DAMAGE_GE, 294}, {IF_GENDER, MON_FEMALE})}"
regional_evolution,Galar,タチフサグマ,가로막구리,SPECIES_OBSTAGOON,862,OBSTAGOON,"DARK,NORMAL",93,90,101,60,81,95,520,"RECKLESS,GUTS,DEFIANT",PERCENT_FEMALE(50),1.6,46,45,260,15,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,FIELD,OBSTAGOON,,sObstagoonLevelUpLearnset,sObstagoonTeachableLearnset,,gMonFrontPic_Obstagoon,gMonBackPic_Obstagoon,gMonPalette_Obstagoon,gMonShinyPalette_Obstagoon,gMonIcon_Obstagoon,
regional_evolution,Galar,ニャイキング,나이킹,SPECIES_PERRSERKER,863,PERRSERKER,STEEL,70,110,100,50,60,50,440,"BATTLE_ARMOR,TOUGH_CLAWS,STEELY_SPIRIT",PERCENT_FEMALE(50),0.8,28,90,154,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,FIELD,PERRSERKER,,sPerrserkerLevelUpLearnset,sPerrserkerTeachableLearnset,,gMonFrontPic_Perrserker,gMonBackPic_Perrserker,gMonPalette_Perrserker,gMonShinyPalette_Perrserker,gMonIcon_Perrserker,
regional_evolution,Galar,サニゴーン,산호르곤,SPECIES_CURSOLA,864,CURSOLA,GHOST,60,95,50,145,130,30,510,"WEAK_ARMOR,NONE,PERISH_BODY",PERCENT_FEMALE(75),1,0.4,30,179,20,STANDARD_FRIENDSHIP,GROWTH_FAST,"WATER_1,WATER_3",CURSOLA,,sCursolaLevelUpLearnset,sCursolaTeachableLearnset,,gMonFrontPic_Cursola,gMonBackPic_Cursola,gMonPalette_Cursola,gMonShinyPalette_Cursola,gMonIcon_Cursola,
regional_evolution,Galar,ネギガナイト,창파나이트,SPECIES_SIRFETCHD,865,SIRFETCHD,FIGHTING,62,135,95,68,82,65,507,"STEADFAST,NONE,SCRAPPY",PERCENT_FEMALE(50),0.8,117,45,177,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,"FLYING,FIELD",SIRFETCHD,,sSirfetchdLevelUpLearnset,sSirfetchdTeachableLearnset,,gMonFrontPic_Sirfetchd,gMonBackPic_Sirfetchd,gMonPalette_Sirfetchd,gMonShinyPalette_Sirfetchd,gMonIcon_Sirfetchd,
regional_evolution,Galar,バリコオル,마임꽁꽁,SPECIES_MR_RIME,866,MR_RIME,"ICE,PSYCHIC",80,85,75,110,100,70,520,"TANGLED_FEET,SCREEN_CLEANER,ICE_BODY",PERCENT_FEMALE(50),1.5,58.2,45,182,25,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,HUMAN_LIKE,MR_RIME,,sMrRimeLevelUpLearnset,sMrRimeTeachableLearnset,,gMonFrontPic_MrRime,gMonBackPic_MrRime,gMonPalette_MrRime,gMonShinyPalette_MrRime,gMonIcon_MrRime,
regional_evolution,Galar,デスバーン,데스판,SPECIES_RUNERIGUS,867,RUNERIGUS,"GROUND,GHOST",58,95,145,50,105,30,483,"WANDERING_SPIRIT,NONE,NONE",PERCENT_FEMALE(50),1.6,66.6,90,169,25,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,"MINERAL,AMORPHOUS",RUNERIGUS,,sRunerigusLevelUpLearnset,sRunerigusTeachableLearnset,,gMonFrontPic_Runerigus,gMonBackPic_Runerigus,gMonPalette_Runerigus,gMonShinyPalette_Runerigus,gMonIcon_Runerigus,
regional_evolution,Hisui,オオニューラ,포푸니크,SPECIES_SNEASLER,903,SNEASLER,"FIGHTING,POISON",80,130,60,40,80,120,510,"PRESSURE,UNBURDEN,POISON_TOUCH",PERCENT_FEMALE(50),1.3,43,20,102,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_SLOW,FIELD,SNEASLER,,sSneaslerLevelUpLearnset,sSneaslerTeachableLearnset,,gMonFrontPic_Sneasler,gMonBackPic_Sneasler,gMonPalette_Sneasler,gMonShinyPalette_Sneasler,gMonIcon_Sneasler,
regional_evolution,Hisui,ハリーマン,장침바루,SPECIES_OVERQWIL,904,OVERQWIL,"DARK,POISON",85,115,95,65,65,85,510,"POISON_POINT,SWIFT_SWIM,INTIMIDATE",PERCENT_FEMALE(50),2.5,60.5,45,179,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,WATER_2,OVERQWIL,,sOverqwilLevelUpLearnset,sOverqwilTeachableLearnset,,gMonFrontPic_Overqwil,gMonBackPic_Overqwil,gMonPalette_Overqwil,gMonShinyPalette_Overqwil,gMonIcon_Overqwil,
regional_evolution,Paldea,ドオー,토오,SPECIES_CLODSIRE,1371,CLODSIRE,"POISON,GROUND",130,75,60,45,100,20,430,"POISON_POINT,WATER_ABSORB,UNAWARE",PERCENT_FEMALE(50),1.8,223,90,151,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,"WATER_1,FIELD",CLODSIRE,,sClodsireLevelUpLearnset,sClodsireTeachableLearnset,,gMonFrontPic_Clodsire,gMonBackPic_Clodsire,gMonPalette_Clodsire,gMonShinyPalette_Clodsire,gMonIcon_Clodsire,
regional_evolution_special,Hisui,イダイトウ♂,대쓰여너♂,SPECIES_BASCULEGION_M,902,BASCULEGION,"WATER,GHOST",120,112,65,80,75,78,530,"SWIFT_SWIM,ADAPTABILITY,MOLD_BREAKER",MON_MALE,3,110,45,265,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,WATER_2,BASCULEGION,,sBasculegionLevelUpLearnset,sBasculegionTeachableLearnset,,gMonFrontPic_BasculegionM,gMonBackPic_BasculegionM,gMonPalette_BasculegionM,gMonShinyPalette_BasculegionM,gMonIcon_BasculegionM,
regional_evolution_special,Hisui,イダイトウ♀,대쓰여너♀,SPECIES_BASCULEGION_F,1234,BASCULEGION,"WATER,GHOST",120,92,65,100,75,78,530,"SWIFT_SWIM,ADAPTABILITY,MOLD_BREAKER",MON_FEMALE,3,110,45,265,20,STANDARD_FRIENDSHIP,GROWTH_MEDIUM_FAST,WATER_2,BASCULEGION,,sBasculegionLevelUpLearnset,sBasculegionTeachableLearnset,,gMonFrontPic_BasculegionF,gMonBackPic_BasculegionF,gMonPalette_BasculegionF,gMonShinyPalette_BasculegionF,gMonIcon_BasculegionF,
